"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"1949",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1950",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1951",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Sometimes"
"1952",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"1953",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","No","Rarely","Rarely"
"1954",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"1955",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Rarely"
"1956",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"1957",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"1958",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Sometimes"
"1959",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Rarely","Rarely"
"1960",2017,"F","12th","Yes","75","Last 6 Months","No","Yes","Yes","Yes","1","Last Year","Yes","No","Yes","Yes","No","Yes","Rarely","Rarely"
"1961",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"1962",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Rarely"
"1963",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Sometimes"
"1964",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"1965",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Always","Always"
"1966",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"1967",2017,"F","11th","Yes","100","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1968",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"1969",2017,"F","11th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1970",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Sometimes"
"1971",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Always"
"1972",2017,"M","11th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"1973",2017,"M","11th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"1974",2017,"F","11th","Yes","15","Last Month","No","No","No","No","1","Today","No","No","No","Yes","No","No","Never","Most of the time"
"1975",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Most of the time"
"1976",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1977",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"1978",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"1979",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Rarely"
"1980",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Always"
"1981",2017,"M","11th","Yes","75","Last 6 Months","No","Yes","Yes","","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"1982",2017,"F","11th","No","1","Today","No","No","No","Yes","1","1-4 Years Ago","Yes","No","Yes","Yes","No","Yes","Never","Never"
"1983",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"1984",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"1985",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"1986",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1987",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Most of the time"
"1988",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"1989",2017,"F","11th","Yes","75","Last Year","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"1990",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"1991",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"1992",2017,"M","12th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Most of the time"
"1993",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"1994",2017,"M","12th","Yes","75","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"1995",2017,"F","12th","Yes","15","Last Month","No","No","Yes","Yes","2","Last Year","Yes","No","Yes","Yes","No","Yes","Never","Rarely"
"1996",2017,"M","12th","Yes","75","Last Year","No","Yes","Yes","No","1","Today","No","No","No","No","No","Yes","Sometimes","Rarely"
"1997",2017,"F","12th","No","1","Today","No","No","Yes","No","1","Today","Yes","No","Yes","No","No","Yes","Rarely","Sometimes"
"1998",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"1999",2017,"F","12th","Yes","75","Today","Yes","Yes","Yes","Yes","1","8","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2000",2017,"F","12th","Yes","75","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2001",2017,"F","12th","Yes","75","Today","No","No","No","Yes","1","8","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"2002",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2003",2017,"F","12th","No","1","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2004",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Most of the time","Most of the time"
"2005",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"2006",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2007",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Sometimes","Rarely"
"2008",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Never"
"2009",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2010",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Never"
"2011",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Most of the time"
"2012",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"2013",2017,"M","12th","Yes","15","Last 7 Days","Yes","Yes","Yes","Yes","1","Today","Yes","Yes","Yes","Yes","No","Yes","Rarely","Always"
"2014",2017,"F","12th","Yes","75","Last 7 Days","No","Yes","Yes","No","1","Today","Yes","Yes","Yes","Yes","No","Yes","Never","Sometimes"
"2015",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2016",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2017",2017,"F","12th","Yes","75","Today","No","No","Yes","Yes","1","1-4 Years Ago","No","No","No","Yes","No","Yes","Sometimes","Most of the time"
"2018",2017,"M","12th","Yes","75","Today","No","No","Yes","Yes","1","5 Years Ago","No","No","No","Not Sure","No","Yes","Sometimes","Never"
"2019",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2020",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2021",2017,"F","12th","Yes","75","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"2022",2017,"F","12th","Yes","15","Today","No","Yes","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Sometimes"
"2023",2017,"F","12th","No","","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2024",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Never"
"2025",2017,"M","12th","Yes","75","Last 7 Days","No","Yes","Yes","Yes","4","Last 6 Months","Yes","Yes","Yes","Yes","No","Yes","Sometimes","Rarely"
"2026",2017,"F","11th","Yes","15","Last 7 Days","No","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2027",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely",""
"2028",2017,"M","11th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Not Sure","Yes","No","Rarely","Rarely"
"2029",2017,"F","11th","Yes","35","Today","No","Yes","Yes","Yes","2","Last 6 Months","Yes","Yes","Yes","Not Sure","Yes","Yes","Sometimes","Sometimes"
"2030",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2031",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"2032",2017,"M","11th","Yes","75","Today","No","No","Yes","Yes","1","Last Year","Yes","No","No","Yes","No","Yes","Never","Never"
"2033",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2034",2017,"F","11th","Yes","15","Today","No","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2035",2017,"F","11th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2036",2017,"F","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","Yes","Yes","Yes","No","Yes","Never","Sometimes"
"2037",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2038",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2039",2017,"F","11th","Yes","15","Today","No","Yes","Yes","Yes","1","Last Year","Yes","Yes","Yes","Not Sure","No","Yes","Never","Rarely"
"2040",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2041",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Always"
"2042",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"2043",2017,"F","11th","Yes","15","Today","No","Yes","Yes","No","1","Today","Yes","No","No","Not Sure","No","No","Sometimes","Sometimes"
"2044",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2045",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"2046",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"2047",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Sometimes"
"2048",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","No","Never","Never"
"2049",2017,"F","11th","","1","Today","No","No","No","No","1","Today","Yes","Yes","Yes","Yes","No","Yes","Rarely","Rarely"
"2050",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Most of the time"
"2051",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2052",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2053",2017,"M","11th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","No","No","Yes","Rarely","Rarely"
"2054",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Sometimes"
"2055",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2056",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"2057",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2058",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2059",2017,"F","11th","No","1","Today","No","No","Yes","No","1","Today","Yes","No","No","No","No","Yes","Rarely","Rarely"
"2060",2017,"","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Never"
"2061",2017,"F","10th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2062",2017,"F","10th","Yes","15","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Sometimes","Rarely"
"2063",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Most of the time","Most of the time"
"2064",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"2065",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Never"
"2066",2017,"M","10th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2067",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Always","Always"
"2068",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Sometimes","Sometimes"
"2069",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2070",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Never"
"2071",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2072",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"2073",2017,"F","10th","Yes","15","Last 7 Days","No","Yes","Yes","Yes","1","5 Years Ago","Yes","No","Yes","Yes","No","Yes","Most of the time","Sometimes"
"2074",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Never","Rarely"
"2075",2017,"M","10th","Yes","15","Last 7 Days","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2076",2017,"M","10th","Yes","75","Today","No","No","No","No","1","Today","No","","","Yes","No","Yes","Sometimes","Always"
"2077",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Sometimes","Sometimes"
"2078",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2079",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2080",2017,"F","10th","Yes","15","Today","No","No","No","Yes","1","1-4 Years Ago","Yes","No","Yes","Not Sure","No","Yes","Rarely","Rarely"
"2081",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Most of the time"
"2082",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","No","No","Yes","Sometimes","Sometimes"
"2083",2017,"M","9th","","1","Today","No","No","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Rarely","Never"
"2084",2017,"F","9th","No","1","Today","No","Yes","No","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2085",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Most of the time"
"2086",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Most of the time"
"2087",2017,"F","9th","Yes","15","Last Month","Yes","Yes","Yes","No","1","Today","Yes","Yes","Yes","Yes","No","No","Sometimes","Most of the time"
"2088",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"2089",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2090",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2091",2017,"F","9th","No","1","Today","No","Yes","No","No","1","Today","Yes","No","No","Not Sure","No","Yes","Never","Never"
"2092",2017,"M","9th","No","1","Today","No","No","Yes","No","1","Today","No","Yes","No","No","No","Yes","Never","Rarely"
"2093",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Always","Sometimes"
"2094",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Never"
"2095",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","I do not use the internet","Never"
"2096",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","I do not use the internet"
"2097",2017,"F","9th","Yes","1","Today","No","Yes","Yes","Yes","1","5 Years Ago","Yes","Yes","Yes","No","No","Yes","Never","Sometimes"
"2098",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","No","Sometimes","Sometimes"
"2099",2017,"F","9th","Yes","75","Last 7 Days","No","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Most of the time"
"2100",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Never"
"2101",2017,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2102",2017,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Most of the time"
"2103",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Sometimes"
"2104",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Rarely"
"2105",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Never","Sometimes"
"2106",2017,"F","10th","Yes","15","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Most of the time","Sometimes"
"2107",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Sometimes"
"2108",2017,"F","10th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","No","No","No","No","Yes","Rarely","Sometimes"
"2109",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Rarely"
"2110",2017,"F","10th","Yes","15","Today","No","No","Yes","No","1","Today","No","No","No","Yes","No","No","Never","Rarely"
"2111",2017,"M","10th","Yes","15","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2112",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Rarely"
"2113",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2114",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"2115",2017,"F","10th","Yes","75","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Rarely"
"2116",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Never","Sometimes"
"2117",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Most of the time"
"2118",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","No","Rarely","Rarely"
"2119",2017,"F","10th","No","1","Today","No","No","","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"2120",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"2121",2017,"F","10th","No","1","Today","No","Yes","Yes","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2122",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","No","No","No","I do not use the internet","Always"
"2123",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2124",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","","",""
"2125",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2126",2017,"F","10th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Never","Sometimes"
"2127",2017,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Always","Always"
"2128",2017,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Always"
"2129",2017,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","","No","","",""
"2130",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"2131",2017,"M","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","I do not use the internet","I do not use the internet"
"2132",2017,"M","10th","Yes","15","Today","No","No","No","Yes","1","1-4 Years Ago","Yes","No","No","","No","","",""
"2133",2017,"M","10th","Yes","75","Last 7 Days","No","Yes","Yes","Yes","3","Last 7 Days","Yes","Yes","Yes","","","","",""
"2134",2017,"M","10th","Yes","15","Today","No","No","No","","1","1-4 Years Ago","","No","No","","No","","",""
"2135",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Never","Rarely"
"2136",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"2137",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","","Most of the time"
"2138",2017,"M","10th","No","","","No","No","No","No","1","Today","No","No","No","","No","Yes","Rarely","Rarely"
"2139",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Rarely"
"2140",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Sometimes","Always"
"2141",2017,"M","10th","Yes","75","Today","","No","No","No","2","Last Month","No","No","No","Not Sure","No","Yes","Rarely","Never"
"2142",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2143",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Rarely"
"2144",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2145",2017,"M","10th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2146",2017,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Sometimes"
"2147",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Sometimes","I do not use the internet"
"2148",2017,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Sometimes"
"2149",2017,"M","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","No","I do not use the internet","Always"
"2150",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Sometimes"
"2151",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2152",2017,"M","11th","No","1","Today","","No","No","No","1","Today","Yes","No","No","No","No","Yes","Never","Sometimes"
"2153",2017,"F","12th","No","1","Today","No","No","No","Yes","1","8","No","No","No","Not Sure","No","Yes","Sometimes","Rarely"
"2154",2017,"F","11th","Yes","75","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","Rarely","Rarely"
"2155",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Yes","No","Yes","Rarely","Always"
"2156",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Sometimes"
"2157",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2158",2017,"M","11th","","","","","","","Yes","1","8","No","","","","","","",""
"2159",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","No","I do not use the internet","Always"
"2160",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Never"
"2161",2017,"M","11th","No","1","Today","No","No","No","Yes","1","5 Years Ago","Yes","No","No","Yes","No","Yes","Rarely","Sometimes"
"2162",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"2163",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Not Sure","No","Yes","Rarely","Sometimes"
"2164",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
"2165",2017,"M","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Rarely"
"2166",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Sometimes","Rarely"
"2167",2017,"F","11th","Yes","15","Today","No","No","Yes","No","1","Today","No","No","No","Yes","No","No","Rarely","Always"
"2168",2017,"F","11th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Rarely","Most of the time"
"2169",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","No","No","Yes","Rarely","Rarely"
"2170",2017,"F","12th","No","1","Today","No","No","No","No","1","Today","No","No","No","Yes","No","Yes","Never","Sometimes"
